IDENTIFICADOR_OBRA,obra_PROCESO_mean,obra_PROCESO_max,obra_PROCESO_min,obra_CODIGO_RUC_GANADOR_mean,obra_CODIGO_RUC_GANADOR_max,obra_CODIGO_RUC_GANADOR_min,obra_CONVOCATORIA_PROCESO_GANADO_mean,obra_CONVOCATORIA_PROCESO_GANADO_max,obra_CONVOCATORIA_PROCESO_GANADO_min,obra_TotalProcesosParticipantes_mean,obra_TotalProcesosParticipantes_max,obra_TotalProcesosParticipantes_min,obra_CODIGO_CONTRATO_mean,obra_CODIGO_CONTRATO_max,obra_CODIGO_CONTRATO_min,obra_CODIGO_RUC_PARTICIPANTE_mean,obra_CODIGO_RUC_PARTICIPANTE_max,obra_CODIGO_RUC_PARTICIPANTE_min,obra_n_ofertas_mean,obra_n_ofertas_max,obra_n_ofertas_min,obra_monto_ofertado_min_mean,obra_monto_ofertado_min_max,obra_monto_ofertado_min_min,obra_monto_ofertado_max_mean,obra_monto_ofertado_max_max,obra_monto_ofertado_max_min,obra_monto_ofertado_mean_mean,obra_monto_ofertado_mean_max,obra_monto_ofertado_mean_min,obra_monto_ofertado_median_mean,obra_monto_ofertado_median_max,obra_monto_ofertado_median_min,obra_monto_ofertado_std_mean,obra_monto_ofertado_std_max,obra_monto_ofertado_std_min,obra_monto_ofertado_rango_mean,obra_monto_ofertado_rango_max,obra_monto_ofertado_rango_min,obra_obra_2a3a_n_registros_mean,obra_obra_2a3a_n_registros_max,obra_obra_2a3a_n_registros_min,obra_obra_2a3a_nunique_CODIGO_RUC_mean,obra_obra_2a3a_nunique_CODIGO_RUC_max,obra_obra_2a3a_nunique_CODIGO_RUC_min,obra_obra_2a3a_nunique_MIEMBROS_DE_COMITE_mean,obra_obra_2a3a_nunique_MIEMBROS_DE_COMITE_max,obra_obra_2a3a_nunique_MIEMBROS_DE_COMITE_min,obra_obra_2a3a_nunique_TotalProcesosParticipantes_mean,obra_obra_2a3a_nunique_TotalProcesosParticipantes_max,obra_obra_2a3a_nunique_TotalProcesosParticipantes_min,obra_obra_2b_n_registros_mean,obra_obra_2b_n_registros_max,obra_obra_2b_n_registros_min,obra_obra_2b_nunique_DNI_MIEMBRO_COMITE_mean,obra_obra_2b_nunique_DNI_MIEMBRO_COMITE_max,obra_obra_2b_nunique_DNI_MIEMBRO_COMITE_min,obra_obra_2b_nunique_NOMBRE_MIEMBRO_COMITE_mean,obra_obra_2b_nunique_NOMBRE_MIEMBRO_COMITE_max,obra_obra_2b_nunique_NOMBRE_MIEMBRO_COMITE_min,obra_obra_5a_n_registros_mean,obra_obra_5a_n_registros_max,obra_obra_5a_n_registros_min,obra_CODIGO_UNICO_first,obra_CODIGO_UNICO_nunique,obra_SECTOR_first,obra_SECTOR_nunique,obra_DEPARTAMENTO_first,obra_DEPARTAMENTO_nunique,obra_NIVEL_GOBIERNO_first,obra_NIVEL_GOBIERNO_nunique,obra_OBJETO_PROCESO_first,obra_OBJETO_PROCESO_nunique,obra_CODIGO_OBRA_first,obra_CODIGO_OBRA_nunique,obra_NOMBREOBRA_first,obra_NOMBREOBRA_nunique,obra_METODO_CONTRATACION_first,obra_METODO_CONTRATACION_nunique,obra_RAZON_SOCIAL_first,obra_RAZON_SOCIAL_nunique,obra_NUMERO_CONTRATO_first,obra_NUMERO_CONTRATO_nunique,obra_NOMBRE_PARTICIPANTE_first,obra_NOMBRE_PARTICIPANTE_nunique,y_riesgo_obra_4niveles,func_n_registros,func_n_funcionarios,func_riesgo_max,func_riesgo_mean,func_riesgo_std,func_pct_riesgo_alto
2195373-290489-717677-2071371-33536,154.0,154,154,10151776186.0,10220763001,10082789371,717677.0,717677,717677,46.0,60,32,2071371.0,2071371,2071371,13635344842.333334,20602482155,10082789371,6.0,6,6,1826263.09,1826263.09,1826263.09,2029181.21,2029181.21,2029181.21,1961541.8366666667,1961541.8366666667,1961541.8366666667,2029181.21,2029181.21,2029181.21,104786.46658716236,104786.46658716236,104786.46658716236,202918.11999999988,202918.11999999988,202918.11999999988,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1,1,2195373,1,OTROS,1,MULTIDEPARTAMENTAL,1,GOBIERNO REGIONAL,1,Consultoría de Obra,1,33536,1,MEJORAMIENTO Y AMPLIACIÓN DE LA PRESTACIÓN DE SERVICIOS DEPORTIVOS EN EL ESTADIO CUNA DE LA LIBERTAD AMERICANA DEL COMPLEJO DEPORTIVO VENEZUELA; DISTRITO DE AYACUCHO;  HUAMANGA - AYACUCHO,1,Adjudicación Simplificada,1,CONSORCIO CUMANÁ,3,CONTRATO 116-2021-GRA-SEDE CENTRAL-OAPF,1,CONSORCIO CUMANÁ,3,3,0.0,0.0,0.0,0.0,0.0,0.0
2195373-290489-830070-2142572-33536,107.0,107,107,20503382319.0,20503382319,20503382319,830070.0,830070,830070,137.0,137,137,2142572.0,2142572,2142572,20322974017.0,20503382319,20142565715,2.0,2,2,365000.0,365000.0,365000.0,390542.71,390542.71,390542.71,377771.355,377771.355,377771.355,377771.355,377771.355,377771.355,18061.423450881433,18061.423450881433,18061.423450881433,25542.71000000002,25542.71000000002,25542.71000000002,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2195373,1,OTROS,1,MULTIDEPARTAMENTAL,1,GOBIERNO REGIONAL,1,Consultoría de Obra,1,33536,1,MEJORAMIENTO Y AMPLIACIÓN DE LA PRESTACIÓN DE SERVICIOS DEPORTIVOS EN EL ESTADIO CUNA DE LA LIBERTAD AMERICANA DEL COMPLEJO DEPORTIVO VENEZUELA; DISTRITO DE AYACUCHO;  HUAMANGA - AYACUCHO,1,Adjudicación Simplificada,1,INGENIERIA & PRODUCTIVIDAD S.A.C,2,CONTRATO 184-2022,1,INGENIERIA & PRODUCTIVIDAD S.A.C,2,3,0.0,0.0,0.0,0.0,0.0,0.0
2196451-283399-624113-2017721-29053,1.0,1,1,20520702420.0,20602371442,20479683728,624113.0,624113,624113,83.0,104,69,2017721.0,2017721,2017721,20484551563.857143,20603798075,20100045517,21.0,21,21,223133642.40000004,223133642.4,223133642.4,250759712.5,250759712.5,250759712.5,228173123.3285714,228173123.3285714,228173123.3285714,225683741.2,225683741.2,225683741.2,9525761.265904306,9525761.265904306,9525761.265904306,27626070.099999994,27626070.099999994,27626070.099999994,3.0,3,3,3.0,3,3,1.0,1,1,3.0,3,3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7,7,2196451,1,TRABAJO,1,MULTIDEPARTAMENTAL,1,GOBIERNO REGIONAL,1,Obra,1,29053,1,MEJ.VIAS DEP. AM-106; TRAMO: EMP. PE-5N (BALZAPATA) - JUMBILLA - ASUNCION EMP.PE-8B (MOLINOPAMPA); AM-110: CHACHAPOYAS - LEVANTO; TRAMO: EMP.PE-8B (TINGO) AM-111: EMP.PE-8B (TINGO) - LONGUITA -MARIA - KUELAP; PROV. CHACHAPOYAS-BONGARA Y LUYA-AMAZONAS,1,Licitación Pública,1,MOTA-ENGIL PERU S.A.,6,48,1,MOTA-ENGIL PERU S.A.,6,3,12.0,7.0,3.0,1.0,1.4770978917519928,0.3333333333333333
2196451-283399-688311-2044722-29053,1.0,1,1,20600366948.0,20600366948,20600366948,688311.0,688311,688311,195.0,195,195,2044722.0,2044722,2044722,17911594380.4375,20604792798,10165700541,16.0,16,16,10022651.65,10022651.65,10022651.65,11826728.94,11826728.94,11826728.94,11047189.368125,11047189.368125,11047189.368125,11136279.6,11136279.6,11136279.6,771758.3685366799,771758.3685366799,771758.3685366799,1804077.289999999,1804077.289999999,1804077.289999999,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7,7,2196451,1,TRABAJO,1,MULTIDEPARTAMENTAL,1,GOBIERNO REGIONAL,1,Consultoría de Obra,1,29053,1,MEJ.VIAS DEP. AM-106; TRAMO: EMP. PE-5N (BALZAPATA) - JUMBILLA - ASUNCION EMP.PE-8B (MOLINOPAMPA); AM-110: CHACHAPOYAS - LEVANTO; TRAMO: EMP.PE-8B (TINGO) AM-111: EMP.PE-8B (TINGO) - LONGUITA -MARIA - KUELAP; PROV. CHACHAPOYAS-BONGARA Y LUYA-AMAZONAS,1,Concurso Público,1,CONSORCIO SUPER RED VIAL 3,13,8,1,CONSORCIO SUPER RED VIAL 3,13,3,0.0,0.0,0.0,0.0,0.0,0.0
2228738-1909-575707-2137526-29998,2.0,2,2,10128168579.0,10214267204,10070675043,575707.0,575707,575707,47.0,57,28,2137526.0,2137526,2137526,11650978626.714285,20137114705,10070675043,21.0,21,21,0.0,0.0,0.0,3485976.57,3485976.57,3485976.57,2987979.917142857,2987979.917142857,2987979.917142857,3485976.57,3485976.57,3485976.57,1249961.678380014,1249961.678380014,1249961.678380014,3485976.57,3485976.57,3485976.57,3.0,3,3,3.0,3,3,1.0,1,1,3.0,3,3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2228738,1,DEFENSA Y SEGURIDAD NACIONAL,1,MULTIDEPARTAMENTAL,1,GOBIERNO REGIONAL,1,Consultoría de Obra,1,29998,1,SECTOR I:    AGUAS ARRIBA DEL TRAMO URBANO  (CONTROL DE DESBORDES E INUNDACIONES EN EL RIO ICA Y QUEBRADA CANSAS/CHANCHAJALLA),1,Procedimiento Especial de Contratación,1,CONSORCIO SAN JOSE,7,001-2022,1,CONSORCIO SAN JOSE,7,3,6.0,6.0,3.0,1.5,1.6431676725154984,0.5
2233735-136200-849659-2158846-32774,1.0,1,1,20525480850.5,20600683650,20450278051,849659.0,849659,849659,50.5,54,47,2158846.0,2158846,2158846,28303488659.7,99000003278,20109565017,20.0,20,20,147892994.5,147892994.5,147892994.5,160418516.2,160418516.2,160418516.2,151970939.48,151970939.48,151970939.48,148538815.4,148538815.4,148538815.4,5679340.485211219,5679340.485211219,5679340.485211219,12525521.699999988,12525521.699999988,12525521.699999988,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2233735,1,ENERGIA Y RECURSOS MINERALES,1,MULTIDEPARTAMENTAL,1,GOBIERNO REGIONAL,1,Obra,1,32774,1,AFIANZAMIENTO  HIDRICO   DE LA CUENCA DEL  RIO  GRANDE - SANTA CRUZ -PALPA,1,Licitación Pública,1,CONSTRUCCION Y ADMINISTRACION S.A.(*),8,005-2022,1,CONSTRUCCION Y ADMINISTRACION S.A.(*),8,3,12.0,12.0,3.0,0.75,1.3568010505999362,0.25
2233735-136200-899929-2188756-32774,6.0,6,6,10215363011.0,10215363011,10215363011,899929.0,899929,899929,59.0,59,59,2188756.0,2188756,2188756,17815127178.75,20605881328,10215363011,8.0,8,8,7112038.49,7112038.49,7112038.49,7112038.5,7112038.5,7112038.5,7112038.4925,7112038.4925,7112038.4925,7112038.49,7112038.49,7112038.49,0.0046291003013009735,0.0046291003013009735,0.0046291003013009735,0.009999999776482582,0.009999999776482582,0.009999999776482582,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,2233735,1,ENERGIA Y RECURSOS MINERALES,1,MULTIDEPARTAMENTAL,1,GOBIERNO REGIONAL,1,Consultoría de Obra,1,32774,1,AFIANZAMIENTO  HIDRICO   DE LA CUENCA DEL  RIO  GRANDE - SANTA CRUZ -PALPA,1,Adjudicación Simplificada,1,MARCILLA MIRANDA MARIANO PERCY,8,N° 14-2023-GORE-ICA-PETACC/JP,1,MARCILLA MIRANDA MARIANO PERCY,8,3,0.0,0.0,0.0,0.0,0.0,0.0
2233842-92806-664959-2016133-130764,70.0,70,70,20559620140.0,20559620140,20559620140,664959.0,664959,664959,14.0,14,14,2016133.0,2016133,2016133,20559620140.0,20559620140,20559620140,1.0,1,1,199047.59,199047.59,199047.59,199047.59,199047.59,199047.59,199047.59,199047.59,199047.59,199047.59,199047.59,199047.59,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,0.0,0,0,1.0,1,1,,,,,,,,,,1.0,1,1,2233842,1,TRANSPORTE,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,130764,1,REUBICACIÓN DE CAPTACIÓN KM 25-850 POR INTERFERENCIA DE AUTOPISTA PUNO JULIACA; LOCALIDAD PAUCARCOLLA; PUNO- PUNO,1,Regímen Especial,1,CHALA GROUP S.A.C.,1,106-2020-MTC-20-22-4,1,CHALA GROUP S.A.C.,1,1,0.0,0.0,0.0,0.0,0.0,0.0
2233842-92806-667999-2017167-130764,67.0,67,67,20541352547.0,20541352547,20541352547,667999.0,667999,667999,383.0,383,383,2017167.0,2017167,2017167,20541352547.0,20541352547,20541352547,1.0,1,1,382818.37,382818.37,382818.37,382818.37,382818.37,382818.37,382818.37,382818.37,382818.37,382818.37,382818.37,382818.37,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,0.0,0,0,1.0,1,1,,,,,,,,,,1.0,1,1,2233842,1,TRANSPORTE,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,130764,1,REUBICACIÓN DE CAPTACIÓN KM 25-850 POR INTERFERENCIA DE AUTOPISTA PUNO JULIACA; LOCALIDAD PAUCARCOLLA; PUNO- PUNO,1,Regímen Especial,1,ENERGIA  SISTEMAS Y TELECOMUNICACIONES SOCIEDAD ANONIMA,1,100-2020-MTC/20.22.4,1,ENERGIA  SISTEMAS Y TELECOMUNICACIONES SOCIEDAD ANONIMA,1,1,0.0,0.0,0.0,0.0,0.0,0.0
2233850-239307-656598-2033398-137209,1.0,1,1,20515427385.0,20515427385,20515427385,656598.0,656598,656598,239.0,239,239,2033398.0,2033398,2033398,20515427385.0,20515427385,20515427385,1.0,1,1,2997640.54,2997640.54,2997640.54,2997640.54,2997640.54,2997640.54,2997640.54,2997640.54,2997640.54,2997640.54,2997640.54,2997640.54,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,2233850,1,TRABAJO,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,137209,1,"""REUBICACIÓN DE LA INFRAESTRUCTURA  DEL COMPLEJO POLIDEPORTIVO SAN COSME AFECTADA POR EL ÁREA DE CONCESIÓN DE LA ESTACIÓN E17-NICOLÁS AYLLÓN""",1,Regímen Especial,1,HGD CONTRATISTAS S.A.C.,1,Régimen Especial N° 001-2020-ATU/DI-SAPLI,1,HGD CONTRATISTAS S.A.C.,1,2,6.0,3.0,0.0,0.0,0.0,0.0
2233850-239307-672349-2029810-137209,5.0,5,5,10409177579.0,10409177579,10409177579,672349.0,672349,672349,1.0,1,1,2029810.0,2029810,2029810,10409177579.0,10409177579,10409177579,1.0,1,1,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,2233850,1,TRABAJO,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,137209,1,"""REUBICACIÓN DE LA INFRAESTRUCTURA  DEL COMPLEJO POLIDEPORTIVO SAN COSME AFECTADA POR EL ÁREA DE CONCESIÓN DE LA ESTACIÓN E17-NICOLÁS AYLLÓN""",1,Regímen Especial,1,RIBBECK CHUNGA JIMMY ROBERTH,1,REGIMEN ESPECIAL N° 005-2020-ATU/DI-SAPLI,1,RIBBECK CHUNGA JIMMY ROBERTH,1,2,0.0,0.0,0.0,0.0,0.0,0.0
2233850-239307-674801-2036277-133753,4.0,4,4,20402454564.5,20504218130,20300690999,674801.0,674801,674801,113.5,133,94,2036277.0,2036277,2036277,18463741259.8,20535983829,10454278033,10.0,10,10,11587919.26,11587919.26,11587919.26,12167559.94,12167559.94,12167559.94,11766023.92,11766023.92,11766023.92,11743360.57,11743360.57,11743360.57,223954.84170366748,223954.8417036675,223954.8417036675,579640.6799999997,579640.6799999997,579640.6799999997,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,2233850,1,TRABAJO,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,133753,1,INTERVENCIÓN EN POZO DE ATAQUE; ESTACIÓN GAMBETTA E-1; ESTACIÓN CANTA CALLAO E-2; ESTACIÓN BOCANEGRA E-3; POZO DE VENTILACIÓN 1 - PV4 -1; POZO DE VENTILACIÓN 2 - PV4 -2,1,Procedimiento de Contratación para Proceso Abierto,1,CONSORCIO ALFA,5,CONTRATO N° 282 ¿ 2020 ¿ SEDAPAL,1,CONSORCIO ALFA,5,3,3.0,3.0,3.0,1.0,1.7320508075688772,0.3333333333333333
2233850-239307-674853-2036314-133756,6.0,6,6,20402454564.5,20504218130,20300690999,674853.0,674853,674853,113.5,133,94,2036314.0,2036314,2036314,18463741259.8,20535983829,10454278033,10.0,10,10,14085562.98,14085562.98,14085562.98,14090292.26,14090292.26,14090292.26,14088400.547999999,14088400.547999999,14088400.547999999,14090292.26,14090292.26,14090292.26,2442.1896906064503,2442.1896906064503,2442.1896906064503,4729.279999999329,4729.279999999329,4729.279999999329,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,2233850,1,TRABAJO,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,133756,1,INTERVENCIÓN EN LA ESTACIÓN EL OLIVAR E-5 Y ESTACIÓN QUILCA E-6,1,Procedimiento de Contratación para Proceso Abierto,1,CONSORCIO ALFA,5,CONTRATO N° 284 ¿ 2020 ¿ SEDAPAL,1,CONSORCIO ALFA,5,3,3.0,3.0,3.0,2.0,1.7320508075688772,0.6666666666666666
2233850-239307-674870-2036286-133755,5.0,5,5,20523958521.0,20543698912,20504218130,674870.0,674870,674870,119.0,144,94,2036286.0,2036286,2036286,18512342842.4,20543698912,10454278033,10.0,10,10,6853180.779999999,6853180.78,6853180.78,7195839.82,7195839.82,7195839.82,6942840.18,6942840.18,6942840.18,6905999.76,6905999.76,6905999.76,135647.30979713745,135647.30979713745,135647.30979713745,342659.04000000004,342659.04000000004,342659.04000000004,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,2233850,1,TRABAJO,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,133755,1,INTERVENCIÓN EN ESTACIÓN AEROPUERTO E-4; ESTACIÓN CARMEN DE LA LEGUA E-8; POZO DE VENTILACIÓN 3 - PV4 -3; POZO DE VENTILACIÓN 4 - PV4 -4; POZO DE VENTILACIÓN 7 - PV4 -7B,1,Procedimiento de Contratación para Proceso Abierto,1,CONSORCIO ALFA,5,CONTRATO N° 285 ¿ 2020 ¿ SEDAPAL,1,CONSORCIO ALFA,5,3,3.0,3.0,3.0,1.0,1.7320508075688772,0.3333333333333333
2233850-239307-682914-2038742-137213,9.0,9,9,20518422431.0,20518422431,20518422431,682914.0,682914,682914,2.0,2,2,2038742.0,2038742,2038742,20518422431.0,20518422431,20518422431,1.0,1,1,901727.39,901727.39,901727.39,901727.39,901727.39,901727.39,901727.39,901727.39,901727.39,901727.39,901727.39,901727.39,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,2233850,1,TRABAJO,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,137213,1,REUBICACIÓN DE LOS SERVICIOS HIGIÉNICOS PÚBLICOS QUE INTERFIERE AL ÁREA DE CONCESIÓN DE LA ESTACIÓN E-14  PLAZA MANCO CAPAC,1,Regímen Especial,1,IPG-INGENIERIA INTEGRAL SAC,1,Règimen Especial Nº 09-2020-ATU/DI-SAPLI,1,IPG-INGENIERIA INTEGRAL SAC,1,2,3.0,3.0,0.0,0.0,0.0,0.0
2233850-239307-712351-2058738-141153,19.0,19,19,20569723343.0,20605419560,20534027126,712351.0,712351,712351,16.0,31,1,2058738.0,2058738,2058738,20569723343.0,20605419560,20534027126,4.0,4,4,350275.4,350275.4,350275.4,350275.4,350275.4,350275.4,350275.4,350275.4,350275.4,350275.4,350275.4,350275.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2,2,2233850,1,TRABAJO,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,141153,1,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA,1,Regímen Especial,1,Consorcio DR & H ,2,Régimen Especial N° 19-2020-ATU/DI-SAPLI,1,Consorcio DR & H ,2,2,18.0,3.0,0.0,0.0,0.0,0.0
2233850-239307-724083-2063590-141153,15.0,15,15,20552641998.5,20571163587,20534120410,724083.0,724083,724083,53.5,93,14,2063590.0,2063590,2063590,20552641998.5,20571163587,20534120410,4.0,4,4,4116000.0,4116000.0,4116000.0,4116000.0,4116000.0,4116000.0,4116000.0,4116000.0,4116000.0,4116000.0,4116000.0,4116000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2,2,2233850,1,TRABAJO,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,141153,1,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA,1,Regímen Especial,1,CONSTRUCTORA PUNTO VISUAL S.A.C.(*),2,REGIMEN ESPECIAL N° 015-2021-ATU/DI-SAPLI,1,CONSTRUCTORA PUNTO VISUAL S.A.C.(*),2,2,0.0,0.0,0.0,0.0,0.0,0.0
2233850-239307-731572-2069043-141153,19.0,19,19,20571506701.0,20571506701,20571506701,731572.0,731572,731572,6.0,6,6,2069043.0,2069043,2069043,20571506701.0,20571506701,20571506701,1.0,1,1,1110000.0,1110000.0,1110000.0,1110000.0,1110000.0,1110000.0,1110000.0,1110000.0,1110000.0,1110000.0,1110000.0,1110000.0,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2,2,2233850,1,TRABAJO,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,141153,1,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA,1,Regímen Especial,1,MULTISERVICIOS SAN VICENTE DE LIMAN E.I.R.L.,1,REGIMEN ESPECIAL N° 019-2021-ATU/DI-SAPLI,1,MULTISERVICIOS SAN VICENTE DE LIMAN E.I.R.L.,1,2,0.0,0.0,0.0,0.0,0.0,0.0
2233850-239307-731693-2069052-141153,21.0,21,21,10082789371.0,10082789371,10082789371,731693.0,731693,731693,60.0,60,60,2069052.0,2069052,2069052,10082789371.0,10082789371,10082789371,1.0,1,1,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2,2,2233850,1,TRABAJO,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,141153,1,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA,1,Regímen Especial,1,ROMAN VASQUEZ BENITO URIBE,1,REGIMEN ESPECIAL N° 21-2021-ATU/DI-SAPLI,1,ROMAN VASQUEZ BENITO URIBE,1,2,0.0,0.0,0.0,0.0,0.0,0.0
2233850-239307-734864-2071276-141153,22.0,22,22,10011600447.0,10011600447,10011600447,734864.0,734864,734864,84.0,84,84,2071276.0,2071276,2071276,10011600447.0,10011600447,10011600447,1.0,1,1,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,,,,0.0,0.0,0.0,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2,2,2233850,1,TRABAJO,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Consultoría de Obra,1,141153,1,CONSTRUCCION DE LA LINEA 2 Y RAMAL AV. FAUCETT-GAMBETTA DE LA RED BASICA DEL METRO DE LIMA Y CALLAO PROVINCIAS DE LIMA Y CALLAO; DEPARTAMENTO DE LIMA,1,Regímen Especial,1,CHAVEZ BRAVO DAGOBERTO,1,REGIMEN ESPECIAL N° 22-2021-ATU/DI-SAPLI,1,CHAVEZ BRAVO DAGOBERTO,1,2,0.0,0.0,0.0,0.0,0.0,0.0
2233850-239307-823249-2135603-162027,4.0,4,4,20435947493.5,20571203988,20300690999,823249.0,823249,823249,91.5,133,50,2135603.0,2135603,2135603,20435947493.5,20571203988,20300690999,4.0,4,4,7971517.39,7971517.39,7971517.39,7971517.39,7971517.39,7971517.39,7971517.39,7971517.39,7971517.39,7971517.39,7971517.39,7971517.39,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2,2.0,2,2,1.0,1,1,2.0,2,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4,4,2233850,1,TRABAJO,1,MULTIDEPARTAMENTAL,1,GOBIERNO NACIONAL,1,Obra,1,162027,1,Reubicación de Redes para la Construcción de la Estación 05 Carmen de la Legua de la Línea 2 Ramal 4 de la Red Básica del Metro de Lima y Callao,1,Procedimiento de Contratación para Proceso Abierto,1,CONSTRUCTORA CABO VERDE S.A. COVERSA(*),2,265-2022-SEDAPAL,1,CONSTRUCTORA CABO VERDE S.A. COVERSA(*),2,3,6.0,6.0,3.0,0.5,1.224744871391589,0.16666666666666666
